股票代码,券商简称,发布日期,研报标题,报告链接,研报文本,研究员
000917,上海证券有限责任公司,2008-07-01,电广传媒(000917)：数字电视规模化提升公司盈利能力,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268242932093/index.phtml,"09年有线电视成为电广传媒最主要的利润来源
公司有线电视数字化水平同行业领先，09年将完成湖南省73个市县的有线网络资源整合，公司数字电视用户迅速增长，09年有线电视将成为电广传媒最主要的利润来源。
宽带等增值业务是公司中长期的主要利润增长点
从长期看有线电视月租费增长空间有限，宽带等增值业务是未来利润的主要增长点，同时公司净利润的增长对宽带用户的增长弹性系数达到3倍以上，开发宽带等增值业务对提升公司净利润效果非常显著。
证券投资收益对公司净利润的影响逐渐减弱
预计投资收益在公司利润中的占比从07年的151%逐渐下降到2010年50%，公司利润对投资收益的弹性系数也将下降到一倍以下，证券投资收益对利润的影响逐渐淡化。
随着三网业务的融合，IPTV对有线数字电视构成直接威胁
卫星电视当前作为有线电视的补充，很难对有线电视构成威胁；IPTV发展受制于广电，未来3年不会对有线数字电视盈利构成威胁，但是随着三网业务的融合，IPTV对数字电视的中长期影响不容忽视。
投资建议：
未来六个月内，""跑赢大市""；目标价格为27.84元/股
投资吸引力大，长线为佳。建议当前果断买入或再增仓，分享其盈利的高成长。",张涛
600995,东方证券股份有限公司,2008-07-01,文山电力(600995)调研报告-工业强州战略 确保高增长无忧,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268242449233/index.phtml,"文山电力是一家以供电业务为主，同时又拥有一定水电装机的地方电网企业，自上市以来公司主营业务收入与净利润均保持了稳定快速增长，截止到2007 年年底其主营业务收入、净利润分别是上市前的3.77、4.77 倍，复合增长率分别为28.98%、39.32%。
从公司购电来源分析，近三年文山电力外购本地小水电占比基本维持在60%以上，公司自有小水电发电量比重则呈现明显下降趋势，已由2005 年的30.58%下降至2007 年的22.02%，而外购省电比重出现明显回升，截止到2007 年已占购电量比重的20.16%。由于公司自有装机容量未来几年无新机组投产，可以确定外购本地小水电和外购省电比重未来将进一步上升。
对于公司成本分析我们主要采取两种方式，第一根据购电来源分析，总体而言自发电和外购省电单位成本是基本锁定的，外购小水电单位成本变化与购电来源有一定关系；第二对公司营业总成本分析，其成本主要由购电成本、折旧、人员工资组成，过去两年上诉三项费用合计占营业总成本的比重分别为84.42%、81.56%。由于未来外购电量将进一步增加，可以预见购电成本所占比重将继续提升。
对于公司盈利情况，与市场普遍看法不同，我们认为按照购电来源进行分业务的盈利分析并不是正确的方法，原因在于电力销售是无法确定其具体来源的，因此应该选择考察企业的综合盈利水平。2004-2005 年公司销售毛利率有比较明显的提升，但随着外购省电电量增长，综合销售毛利率出现小幅下滑，预计未来几年将继续维持这种趋势。
文山州具有丰富的矿产资源及水力资源，由于历史原因文山州经济发展起步较晚，但随着“工业强州”发展目标的确立，“十五”期间文山州用电量年平均增速达20.75%，根据其“十一五”发展目标及目前在建项目情况计算，预计未来三年本地用电量增速有望保持年均30%左右的高速增长。而供给方面，预计至2010 年全州水电装机容量预计将达130 万千瓦左右，是2007年的1.67 倍。
我们预测文山电力2008-2010 年EPS 分别为0.41、0.56、0.66元，三年净利润复合增长率为27.6%，按25 倍市盈率计算其合理股价应在10-13.7 元左右，目前公司股价存在一定上涨空间，作为一家电网类企业，文山电力业绩并不受燃料成本上涨影响，却又能享受销售电价上调的优惠政策，因此给予“增持”的投资评级。",张仲华
000401,金元证券股份有限公司,2008-07-01,增发助力 产能扩张提速-冀东水泥(000401)增发股份上市点评,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268242295233/index.phtml,"公司的外部发展环境依然良好，所处区域的投资机会众多，公司为区域内主要水泥供应商，可以充分分享由此带来的水泥需求增长。我们预计公司08、09年EPS分别为0.61元、1.03元，对应PE分别为20.4倍和12倍，给予""增持""评级。",王昕
600761,上海证券有限责任公司,2008-07-01,安徽合力(600761)：增发未获证监会通过点评,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268241413718/index.phtml,"动态事项：
公司今日公告称，公司的增发计划未获证件会通过。在我们的电话调研中，公司董秘表示，公司目前暂无其它方式的融资计划，公司可能在半年后再提出增发申请。
事项点评：
公司叉车产品产销形势良好。
今年上半年，公司叉车产品的销量和销售收入均保持了高速增长的态势。销售收入的增幅与去年同期的接近（07年上半年收入增幅为40.15％）。公司的基本面未发生重大变化。
增发未获准不大可能影响增发项目建设进度。
公司本次增发募投项目共有6个，其中的大部分公司已用自有资金获专项贷款启动建设。公司计划用增发资金来替代自有资金或补充专项贷款资金。短期内，增发未获准不大可能影响这些项目的建设进度。
08年EPS将不会被摊薄
这次被否决后，公司只能再过半年才能再申请，因此08年的EPS不会被摊薄（我们原先预测时已考虑了增发）。至于09年上半年公司增发会不会被批准，目前较难判断。我们始终认为，目前公司的负债率相对较低，增发将使公司的资本结构离其最优点更远，进而减损公司价值。
公司股价严重低估
假设公司09年能够增发成功（09年业绩将被摊薄），则预计08、09、10年的EPS分别为1.01元、1.15元和1.39元(附表1)，目前对应的动态市盈率分别只有13倍、11倍和9倍。我们维持其""超强大市""评级。",平敬伟
600518,国联民生证券股份有限公司,2008-07-01,康美药业(600518)研究报告-“标准化”产业链扩张的“王者”,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268240388156/index.phtml,"公司在未来1-2 年里由于中药饮片二期工程的达产以及中药材贸易规模的扩大，业绩有较为明确的保障。
战略层面上：公司对产业链上下游的立体扩张，将推动形成一个覆盖中药材、中药饮片加工、销售渠道控制的中药材及饮片龙头企业。
战术执行层面上：公司已经在靠近原材料产地的成都建立中药材及饮片生产基地；在公司本部建设中药材物流港；同时积极建设店中店和品牌专卖店等渠道。
公司积极推进产业标准化进程，从建设中药饮片炮制标准到推广中药饮片“小包装”，公司正从中药饮片的“领跑者”转变为“领导者”。
随着战术层面的顺利完成，公司四层原材料及加工网络和三级销售网络的形成，康美药业将在2-3 年后成为中国名副其实的中药材及中药饮片的“龙头企业”，形成与国药、九州通等并列的中药流通巨头！
我们预测公司08 年和09 年的每股收益分别为0.34 元和0.54 元，公司目前的市场估值水平，无论是用中药行业还是医药流通行业来说都存在着低估，如果从2009 年之后的战略配置角度，目前拥有充足的安全边际！所以给予“强烈推荐”评级。",洪阳
002218,中国中金财富证券有限公司,2008-07-01,拓日新能(002218)调研简报：乐山产业园建设完善晶硅电池产业链,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268235290500/index.phtml,"拓日新能（乐山）产业园建设主要在于发展晶硅电池业务。
公司公告投资30亿元建设托日新能（乐山）光伏产业园，09年中期将完成7.5亿元的投资。我们认为，晶硅电池和薄膜电池在一段时间内都将长期并存，此次投资主要是为了发展晶硅电池业务，原有非晶硅业务的发展不会减弱。公司""两条腿走路""的战略将能更好的把握行业机会，有效规避行业风险。
此次投资主要是为了完善公司晶硅电池产业链。晶体硅材料项目主要是单晶拉棒、硅片切割，项目完成后公司晶硅电池将形成除多晶硅料制备外的完整光伏产业链。未来公司晶硅电池的主要生产基地将移至乐山，深圳原有的晶硅电池生产厂房、人员都可以有力补充非晶硅薄膜电池的生产。
晶硅电池生产基地放在乐山可以有效缓解多晶硅材料压力。根据公司公告，乐山高新技术产业开发区承诺保证拓日新能生产所用多晶硅材料的供应。乐山产业园的建设可以有效稳定近几年多晶硅料的供应。
项目资金的解决不存在问题。一期资金08年年底投资的4亿元公司可以通过自有资金解决，公司资产负债率低至7%，09年需投入的3.5亿元通过08-09年的利润积累以及贷款也完全不存在问题。我们需要明确的一点是公司此次投资的是光伏产业园，后续可以通过招商引资的方式进行园区建设，其它厂商在园区内的资金投入也属于公司总投资范畴，因此公司实际投入金额可能会小于30亿元。
非晶硅薄膜电池优势主要在于成本较低，设备自制是关键。公司设备基本自制，而国内其它厂商都是通过海外引进，因此仅设备折旧一项就明显降低了公司的成本。虽然目前国内晶硅电池厂商如尚德、天威、江西赛为纷纷上马非晶硅薄膜项目，但是公司对于其成本优势信心十足。我们无法判断自制设备与进口设备生产的产品差异何在，但是从转换效率看，公司非晶产品转换效率已经可以做到6%，从另一个角度说明了公司设备已经可以和进口设备相媲美。
电站认证预计8月解决，新厂房搬迁年底完成，新产能有望四季度得以释放。电站认证完成后，公司销量会有所上升。募投项目预计年底完成首期建设，新建25MWp非晶硅以及15MWp晶体硅生产线将有效扩张公司产能。
投资建议：我们预计公司2008-2010年EPS为0.54元、0.82元和1.38元。公司属于快速扩张期，主要业务太阳能电池属于高风险行业。目前公司由于产能受限，08年业务扩张较慢。09年产能得以扩张，但是行业内其它厂商的项目投运势必会造成行业竞争。我们认为公司未来的增长速度还有待观察，暂无评级。",熊琳
600995,国信证券股份有限公司,2008-07-01,文山电力(600995)：独具特色的区域性发、供电一体化公司,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268234094420/index.phtml,"公司作为以电网公司为主的电力公司，与发电类公司有较大差异，发改委宣布的7月1日起全国销售电价平均上调2.5分，能否落实到公司，落实的时间以及幅度具有不确定性
公司的业务包括自发电、购地方小水电、购省网电，然后进行趸售或零售，即收入来自售电收入，成本包括自发电成本、购买小水电的成本、购买省电网电的成本，就购售电业务来说，利润率最高的是自发电、其次是购地方小水电上网，利润率最低的是购省网电上网。
作为地方性的小型发电、电网公司，公司的各类电价均由当地物价部门批准执行，且电价调整周期与大电网有一定差异，公司在07年3月份销售电价上调了3.16分（含税），08年1月份所辖区域的高载能行业（占总电量约1/3）的销售电价再次上调2分（税前），这2次电价上调是对应06年6月份全国范围的电价调整（2.494分含税），因此我们可见公司的电价调整在时间、幅度上均与大电网有差别。因此董秘表示对应本次（2008年7月1日）的电价调整公司的电价是否有所调整尚不好判断。
2007年公司总供电量28亿千瓦时，同比增长36.0%，来自自发电、购地方电、购省电各占22%、58%、20%，分别同比增长6.8%、17.6%、410.2%。2008年公司计划总供电量35亿千瓦时
公司所在的文山州，是云南省经济发展基数较低的地区，以高耗能产业为主导，近年GDP增速保持较高水平，用电量增速也都在20%以上，经济的自然增长为公司供电量稳定增长提供保证。公司目前自有水电机组约11万千瓦，2009年、2010年公司参股25%的马陆塘电站（30千瓦机组）将投产，届时公司的自有发电量将大幅提升，在2009、2010年前公司的供电量增长的来源主要来自外购省网电量的增加。
当地高耗电项目的建成可能成为公司业绩爆发性增长的重要动因
当地矿产资源丰富，如铝土矿、铟矿等，某个高耗电项目的投产会推动公司供电量的大幅提升，董秘称云南铝业的80万吨氧化铝项目（文山铝业）近期获批，09年投产，之后如能建成配套40万吨的电解铝项目则年需耗电55-60亿千瓦时，是公司目前供电量的2倍左右，但电解铝项目能否获批尚不得知且不确定该项目由文山电力供电还是由省网直接供电。
07年业绩的高增长有税收影响的因素，因此08年的增长幅度将小于供电量的增速，但公司逐年增长的趋势不变，2010年随着马陆塘电站投产以及文山铝业等项目投产公司业绩有望获得一个较快的增速
公司上市以来每年供电量的增速大多在20-30%之间，但净利润的增速与供电量的增速略有差异，差异的原因在于，有的年份存在自建电源的投产，有的年份存在当地小水电的投产，而还有的年份购自省网的电价进行了调整，因此导致毛利率的波动，而07年当年公司净利润的增长达到65%，除了供电量增长36%，电价提高这2个因素外，公司四季度技改项目购买国产设备所得税抵免，加之其他一些因素减免所得税，大幅降低了年度所得税，提升净利润1300多万，按照公司对08年的预测，预计实现净利润1.36亿，即EPS为0.34元，但我们认为公司的预测非常保守，业绩超预期的空间较大。",徐颖真
600141,天相投资顾问有限公司,2008-07-01,兴发集团(600141)短评报告：中报业绩超预期,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268231234358/index.phtml,"1.受益产品价格上涨：年初雪灾导致西南地区供电紧张，严重影响国内黄磷、磷酸生产企业的开工率；5月份西南地区电力供应刚刚缓解，四川地震再添变数，四川地区磷矿石、黄磷及磷化工产品生产中断，直到6月下旬四川地区的磷化工企业才逐渐恢复生产。磷化工产品阶段性供不应求，导致产品价格在今年3、4月份就冲击上半年高点，此后一直高位波动，预计08年公司五钠产品（收入占比60%）价格同比上涨70%以上，超出市场预期。兴发集团作为具有资源优势的磷化工龙头企业，受益产品价格上涨。
2.一体化优势逐渐显现：随着磷矿石价值重估、电力价格上涨、运输和人力成本增加，行业平均生产成本将不断上升，磷化工产品价格中枢将不断提升；同时随着磷矿石资源的集中、小黄磷装置的淘汰，国内磷化工行业集中度将逐渐提高，重点企业对产品的定价能力将逐渐增强。兴发集团作为""矿-电-化""一体化企业，凭借丰富的磷矿石资源（预计08、09年公司外销磷矿石35万吨、75万吨）、低廉的发电成本（公司自备水电机组，平均用电成本不到3毛钱）以及优越的地理位置（更靠近下游市场），将充分受益主营产品价格的长期上涨。
3.受益产品高价出口：由于国际磷矿石、硫磺价格的持续攀升，国际湿法磷酸生产成本大幅提升，我国热法磷酸及磷酸盐产品的国际竞争力正逐渐增强。以30%品味磷矿石250美元/吨、硫磺价格400美元/吨计算，湿法磷酸的原料成本就在1000美元/吨左右，生产成本与国内黄磷外购型磷酸生产企业的成本相当（目前国内黄磷价格在23000元/吨左右）。未来，磷矿石资源稀缺性决定国际磷矿石价格下跌空间不大，以30%品味磷矿石200美元/吨、硫磺70美元/吨计算，湿法磷酸的原料成本就在580美元/吨，对应国内黄磷价格在16500元/吨左右。即使考虑未来成本上升因素，兴发集团仍可凭借一体化优势可将黄磷生产成本控制在10000元/吨左右，下游磷化工产品的成本优势非常明显。
4.上调公司盈利预测：上调盈利预测假设：五钠价格08、09年售价（除税）上调至6300元/吨和6800元/吨，黄磷价格上调至14500元/吨和15000元/吨，进而上调公司08、09年摊薄后EPS至1.00元和1.37元，对应08、09年动态PE分别为27倍和20倍。公司估值水平在化工行业内偏高，但公司业绩进一步超出我们预期的可能性较大（敏感性分析显示五钠均价每上涨100元/吨，公司08年EPS增厚0.05元），考虑磷化工行业景气度正处上升周期，暂维持公司""增持""评级。
5.风险提示：国家限制磷酸盐产品出口的可能性较小，后续公司业绩风险主要包括国家对含磷日化产品可能会出台限制政策。",赵鹏程
600797,中国国际金融股份有限公司,2008-07-01,浙大网新(600797)：半年报200%预增未能实现及公司近期跟踪,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268230054828/index.phtml,"1、公告处置""网新快威""：公司公告向网新集团处置参股公司""网新快威""25.18%的股权。""网新快威""是从事机电工程弱电系统的一家参股公司，与公司主业中从事系统集成的""快威科技""有所差别。本次转让为公司带来582万元收益，有望在上半年计入损益表。从交易定价看，约为1.15倍PB和50倍左右PE，估值比较合理。
我们认为，本次资产处置，再次显示浙大网新逐渐将资源集中于主业，大力发展软件外包行业的决心。
2、半年报预增未能实现：公司1季报时公告的200%预增本来就是条件预增，关键是网新机电置换海纳股权带来的1.5亿评估增值收益能否在上半年计入损益表。截至6月30日，该交易尚未完成，仍处于监管机构书面审核阶段。但我们认为该交易3季度完成的可能性较大，一次性评估收益有望计入3季度业绩，对于我们全年的盈利预测没有影响。因此，目前看，由于""网新快威""处置收益，以及2季度经营较好，预计公司半年报即使不考虑1.5亿元的评估增值，较07年同期仍能有一定增长，好于1季度下降30%的水平；其中，不考虑投资收益的经营性净利润增速可能与1季度50%左右的水平相当。
3、微软战略投资或有推迟：通过管理层，我们了解到，原来预计微软的战略投资可能略有推迟，投资形式也可能有所变化：
a)原预计微软年底前与公司进行资本合作，但由于期间微软中国领导人员结构变动，使得投资进程所有延后；
b)同时原预计微软对上市公司直接战略参股，目前看更可能与几个子公司进行合资或参股，并且项目已经初步选定。
综合来看，考虑到浙大网新在对美金融和IT外包领域已经形成一定知名度，业绩增长随着资源逐渐向外包集中而加速，我们维持对公司08年和09年分别为每股0.268元和0.366元的经营性盈利预测，对应市盈率分别为22.8倍和16.7倍；资产置换后08年和09年市盈率为22.6倍和16.6倍，估值略低于国内软件外包行业平均值；但我们认为公司股权激励计划和微软的投资可能会进一步推迟，晚于原来市场预期，其股价短期内缺乏上涨的动力。维持审慎推荐的投资评级。",李源
000417,中国国际金融股份有限公司,2008-07-01,合肥百货(000417)：持续增长可期 股票投资损失影响短期业绩,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/268230007342/index.phtml,"合肥百货股价近期回调明显，除了大市的影响，我们了解到市场也对以下几个问题有所担心：①作为一家区域型公司，合百今后几年是否仍能保持较快的增长？②公司所持青岛海尔股价下跌明显，是否会造成中期业绩同比下降？③据新浪网报导，百联集团拟入股合肥另一家商业企业商之都，是否会对公司形成较大竞争？
近期，我们拜访了公司管理层和主要门店，并对合肥零售市场进行了实地调研。整体来看，公司的区域控制力度获得了进一步加强，中长期可持续增长可期：
1)合肥市场优势明显，区域渗透网络日益健全，定位和商品结构的调整、规模效益的增强均有望带动利润率的提升和内生性增长。①6家百货店、23家超市和9家百大电器形成的零售网络使公司在合肥市场处于领先地位，各商厦错位经营、品牌结构调整和内部挖潜有望带动利润率提升。②在省内其它区域拥有65家门店，协同效益日益增强。③销售收入已达到40亿元，但利润率低于行业平均水平，具有较大提升潜力。
2)乐普生及新开门店有望带来可持续外生性增长。①乐普生商厦有望在08年盈亏平衡，09-10年实现净利润1000万元和1250万元，将有效地拉动公司业绩的增长。②公司08年将新开3家百货店、20家合家福超市及5家百大电器，09-10年也有望保持较快的展店速度，新店的减亏-盈利为公司可持续发展打下了基础。
预计08上半年经营性净利润同比增长75%左右，但股票投资损失将导致总体净利润同比下降约21%。
百联集团拟入股商之都对公司影响有限。商之都在合肥只有2家门店，经营效率也较合肥百货仍有明显差距。百联此次参股合作规模不大，未带来新增网点。
受益于老门店的内生增长及新门店盈利贡献，预计公司2008年经营性净利润将获得49%的增长，2009-2010年增速分别可达到29%和28%（具体参见盈利预测）。
估值处于板块低端，重申""推荐""评级。目前，公司08年的市盈率只有22.1x，在百货类公司中处于低端。
投资风险提示：公司持有的青岛海尔股票公允价值变化会对其业绩造成较大的波动。",郭海燕/钱炳
