股票代码,券商简称,发布日期,研报标题,报告链接,研报文本,研究员
600000,上海证券有限责任公司,2008-03-03,浦发银行(600000)年报点评：业务转型稳步推进 资产质量继续提升,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257874845920/index.phtml,"给予浦发银行跑赢大市的投资评级。预计08-09 年公司送股除权后的全面摊薄的EPS 分别为1.60 元和2.07 元，动态PE 值分别为25.46 倍和19.63倍。我们认为，再融资计划将补充公司的资本金，对未来公司业务的发展有良好的促进作用。公司08 年有效税率将由48%下降到25%，使浦发成为08年利润增幅最快的银行之一。目前我们维持给予浦发银行的投资评级：
未来六个月内，跑赢大市；目标价格为40 元/股（送股除权后）。",郭敏
000978,上海证券有限责任公司,2008-03-03,桂林旅游(000978)年报点评：现有业务稳定增长 后续发展空间大,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257874816342/index.phtml,"后续发展空间大，维持“跑赢大市”的评级。我们一贯认为公司具有专业的旅游企业经营能力，公司增发的4 个项目以及新收购项目有利于掌控优质旅游资源，拓展可持续发展空间，若能得以顺利实施，将明显打开业绩增长空间，增厚业绩。假设公司在二季度成功实施增发7000 万股，预计公司08-09 年的每股收益分别为0.55 元和0.72 元；我们看好公司后续的成长空间，维持给予桂林旅游的投资评级：
未来六个月内，跑赢大市",刘丽
002024,上海证券有限责任公司,2008-03-03,苏宁电器(002024)年报点评：延续业绩高增长,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257874788483/index.phtml,维持“跑赢大市”的评级。未来几年公司仍然处于快速发展的阶段，预计08-09年公司EPS分别为1.62元和2.27元。我们认为，与竞争对手相比，苏宁更注重后台建设，在此基础上的稳健发展更具有持久性；在规模扩大和单店效益提升的同步作用下，公司拥有良好的发展前景，我们维持给予苏宁电器的投资评级：未来六个月内，跑赢大市,刘丽
000065,中航证券有限公司,2008-03-03,北方国际(000065)年报点评：局势依旧不够明朗 增长尚需拭目以待,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257873350609/index.phtml,"本文要点：
1.公司07年度的巨亏主要因为国际工程业务销售收入锐减，而税金及相关三项费用却因为新业务而剧增。国际工程根据目前在手的可实行的订单，估计08年能达到12亿元以上。因伊朗的局势08年依旧不够明朗，其余订单预计仍然不能实施。
2.铝材业务保持减亏但未能盈利，08年对利润有大幅贡献的可能性较低，房地产项目南沙境界项目带来及营业税金及期间费用的攀升，新项目尚在施工阶段，受益还需等到工程结算期。
3.我们预测2008、2009年公司每股收益分别为0.0044元、0.053元，相应市盈率为356，296。但是考虑到军工上市公司外延型增长机会，给予公司“持有”的投资评级。",帅再先/魏静
600438,国金证券有限责任公司,2008-03-03,通威股份公司深度研究报告：通威多晶硅业务盈利分析,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257872570717/index.phtml,"基于供给端与需求端的分析，我们判断到2010 年，全球多晶硅行业仍不会出现大范围的过剩。
通威高调进军多晶硅领域。通过广泛沟通与外围调研，我们倾向于认可通威高层的观点：通威旗下的永祥股份已基本掌握改良西门子法生产多晶硅的核心技术。我们预计公司08 年成功生产出多晶硅的可能性较大，但产量可能不多。
现阶段，国内多晶硅的生产仍具较高技术壁垒，企业获利十分丰厚，通威多晶硅业务短期盈利取决于达产进度，长期则取决于多晶硅售价及成本。
我们对通威多晶硅项目的达产率等指标进行了预测，预测依据主要是根据新光硅业的历史经营路径，并结合各自优劣势的比较和分析。
我们预计永祥股份的多晶硅业务在08-10 年分别实现税后利润190.11、800.45、1751.72 百万元，其中有50%归属通威股份。永祥的多晶硅业务为通威股份08-10 年贡献EPS 分别为0.138 元、0.582 元、1.274 元。
我们预计通威股份08-10 年分别实现销售收入10259.9、13664.9、17653.8 百万元，分别实现净利润205.09、503.12、965.4 百万元，同比增长57.5%、145.3%、91.9%，对应EPS 为0.298、0.732、1.404 元。
结合PE 分拆估值及市值比较法，我们给出通威股份的目标估值区间27.90-30.11 元，重申“买入”建议。",张帅/谢刚
600449,国金证券有限责任公司,2008-03-03,赛马实业(600449)公司深度研究报告：涨价的趋势和能力让公司更有魅力,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257872545420/index.phtml,"投资赛马实业的逻辑在于三个：赛马实业在宁夏的市场占有率已经超过50％，而且新型干法产能更是达到80％，在区域内具备价格控制力；根据对区域未来供求关系的判断，2007 年形成的供求状态不会被打破，而可能在需求增长和落后淘汰的背景下进一步趋好；除了宁夏，赛马实业在山西已经找到扩张产能的战略领地，产能增量在逐步明确。
同时自身增量非常明显：
六盘山2008 年以后全资全年纳入并表范围，预粉磨系统开始逐步发挥效益，宁夏2×2500t/d 的生产以及在山西的逐步拓展，都能提供2008年以后量的保证；
4 套余热发电机组将在2008 年1 季度、11 月份，以及2009 年分别投产，稳定运行后4 套机组将能发电1.3 亿度以上；
公司盈利贡献最大的子公司中宁赛马的44.16％少数股东权益将在2008 年（我们预测2008 年全资并表半年）及以后全资并表；而青水公司全资收购干法公司取代以前的租赁经营的方式亦将带来业绩增量。
我们预计2008~2010 年净利润分别为： 148 、227 、305 百万元，2008~2010 年摊薄前EPS 分别为：1.028、1.577、2.116 元/股，考虑到2008 年增发实施（假定发行4000 万股），2008～2010 摊薄后EPS 分别为0.805、1.234、1.657 元/股。
我们维持对赛马实业的买入投资评级，给予目标价位28 元，相当于摊薄前2008 年27×PE，2009 年18×PE，摊薄后2008 年34×PE，2009 年22×PE。而且根据我们对赛马的联合调研过程中了解的今年的价格策略，我们认为2008 年涨价15 元价格假定具备足够的安全边际。",贺国文
002222,国盛证券有限责任公司,2008-03-03,福晶科技(002222)新股报告,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257872484640/index.phtml,"公司主营业务属于光电子产业中的信息功能材料行业。公司主要从事光电子晶体材料及其元器件的研发、生产和销售，主要产品是LBO（三硼酸锂）、BBO（低温相偏硼酸钡）、KTP（磷酸钛氧钾）等非线性光学晶体元器件，Nd:YVO4（掺钕钒酸钇）等激光晶体元器件，以及激光光学元器件。产品用于激光应用领域，其中主要用于固体激光器制造，是激光系统的核心元器件之一。 公司及其前身开发公司、福晶有限自1990 年开始，一直从事非线性光学晶体、激光晶体及元器件的研发和生产，是全球领先的非线性光学晶体制造企业。
根据美国BCC 公司的统计，全球非线性光学晶体材料2006 年需求量约1.7 亿美元，其中LBO 及BBO 的需求量为2,090 万美元，KTP 需求量为5,230 万美元，预计未来三年LBO 和BBO 年均增长率约为18.70%，KTP 年均增长率约为17.00%。随着激光技术应用的普及、固体激光器的应用领域的扩大和使用量的增加，激光晶体的用量也将不断扩大。
本次募集资金拟投资的非线性光学晶体元器件项目和激光晶体元器件项目，是利用公司现有的品牌优势、技术优势，对公司现有的主导产品进行扩产，解决目前存在的产能不足的发展瓶颈，满足客户对本公司高品质产品需求，实施规模化发展战略。
我们初步预计公司07、08、09 年的主营收入分别为1.71、2.15、2.79 亿元，净利润分别为7178、9236、12147 万元，对应发行后19000 万股，EPS 分别为0.38、0.49 和0.65 元。对比目前中小板的市盈率，同时考虑到公司的全球领先地位，我们认为上市定位，取08 年EPS 预测值40-45 倍PE 较为合理，对应区间为19.6-22.05 元。",朱志勇
600970,东方证券股份有限公司,2008-03-03,中材国际动态跟踪：16亿美元大订单凸现强大竞争力,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257872388000/index.phtml,"2007 年水泥生产线承包合同收入金额将持续快速增长，目前的合同保有量为400 亿元左右。预计仍将持续有大量合同签订。
长期来看，明显成本优势使公司在海外的项目承接竞争力已经超过了主要竞争对手丹麦Flsmidth、德国KHD 公司和Polysius 公司，公司的海外业务已经处于爆发式增长过程，瓶颈在于自身研发设计人员及装备等资源的限制。由于亚非国家经济的发展，全球水泥需求在未来10 年内仍会保持快速增长，公司有望在10年内保持利润增长趋势。
人民币升值和国内原材料价格上涨带动了公司成本的上升，由于2008 年实现收益的合同大部分为闭口订单，公司的水泥总承包施工合同的毛利率会稍有下滑，但不会影响公司快速增长趋势。
管理层的股权激励还未完成，国资委对股权激励方案审批的原则是激励金额不能超过被激励对象全年工资的30％，因此即使激励方案获得通过，激励效果仍然不明显。
我们预测07 年每股收益1.50 元，08 年2.03 元，09 年大量现有合同开始完工，业绩快速释放，将达到3.06 元。按照40 倍市盈率合理股价80元，给予“增持”评级。",罗果
002023,金元证券股份有限公司,2008-03-03,海特高新深度研究报告：把握行业高增长机遇是公司盈利激增的关键,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257872358546/index.phtml,"海特高新是国内飞机机载设备维修业的龙头。公司是我国飞机机载设备维修规模最大、用户覆盖面最广、维修设备数量最大、维修项目最多的航空维修企业之一。
中国的飞机维修业进入高增长阶段。中国已成为世界第二大航空市场，自2003 年中国大量进口飞机，2007 年国内运输飞机达到1144 架，同比2002 年增长111%。目前大部分进口飞机逐步过了保修期，步入适修期，据业内人士估计我国进入适修期的飞机数目超过500 架，并以25%的速度增长，国内的飞机维修市场开始进入高速发展期。
公司在机载设备维修领域维持领先优势，在发动机和机体维修领域实现突破。公司2004 年IPO所募集的资金主要投向3 个项目，支线飞机涡扇、涡浆航空发动机及附件维修生产线开发；波音系列、空客系列新型飞机机载设备维修生产技术改造和航空辅助动力装置（APU）维修生产线技术改造在2007 年全部建成，目前公司盈利全部来自新项目，支线发动机维修和通用飞机机体维修将成为公司2008 年新的利润增长点。
随着高利润率维修业务增加，公司财务指标转好。公司销售毛利率和净利率经历了先降后升趋势，2001 年以来的下滑时多方面原因造成的： 一方面是公司利润率跟随行业平均利润率经历了理性回归，另一方面因为在2003-2005 年新老机型更替，老机型维修利润率下滑，而高利润率的新机型维修量没有放出所致，此外，公司新并入报表的海特国际贸易公司也是降低利润率的原因之一。2007 年中期，随着公司募集资金项目纷纷投产，公司加大主营机载电子、机械和发动机的市场开发力度，营业收入和利润率明显回升，我们预计未来公司将的毛利率和净利率将保持在36%和21%的水平左右。
投资建议：在中国航空维修业快速增长的大背景下，海特高新作为行业内极具竞争力民营维修企业非常值得关注，公司已渡过低谷期，保守估计公司未来5年保持30%增长率，07-09 年每股盈利分别为0.32 元、0.32 元和0.41 元，动态市盈率46 倍、46 倍和37 倍，我们给与短期增持、长期增持的评级。",魏芳
600586,东方证券股份有限公司,2008-03-03,金晶科技07年报点评：产业链延伸维持业绩高增长趋势,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/257872304467/index.phtml,"公司2007 年年报业绩基本符合我们的预期。由于原材料纯碱价格的大幅上涨一定程度上影响了07 年第四季度的业绩。
我们认为公司未来业绩增长的潜力巨大，超白玻璃和纯碱将是公司未来三年业绩快速增长的基础。
由于应用领域不断拓展，公司的07 年超白玻璃销售超出预期，07 年全年销售约140 万箱，相比于06 年的57 万箱的销量实现了成倍的增长，而毛利率一直维持在50％以上。超白玻璃仍将是08 年利润增长的主要来源，08 年超白玻璃销量有望达到200 万箱以上。
近期纯碱市场价格大幅飙升在短期内会影响公司08 年的业绩，但是公司刚刚完成增发的募集资金项目100 万吨纯碱08 年中期投产，公司将实现玻璃产业的上下游一体化，抵御原材料价格上涨风险的能力大大加强。09 年纯碱产能释放业绩将实现高速增长。
我们预测08 年的业绩为1.01 元，09 年（考虑纯碱产能释放60 万吨）业绩可达到1.58 元，维持“增持”评级。
风险因素：超白玻璃的需求拓展能否保证公司超白持续高速增长，纯碱项目投产时的纯碱市场能否保持目前的景气状况。",罗果
