股票代码,券商简称,发布日期,研报标题,报告链接,研报文本,研究员
000898,长江证券股份有限公司,2009-06-01,鞍钢股份(000898)：下半年业绩确定性改善,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297182579984/index.phtml,"维持“谨慎推荐”评级
预计公司2009 年、2010 年EPS 分别为0.22 元、0.38 元，维持“谨慎推荐”评级。",——
600481,国投证券股份有限公司,2009-06-01,双良股份(600481)调研快报：春风又“绿”江南岸,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297180565155/index.phtml,"绿色机械实现节能、节水：2009年5月全国财政支持新能源和节能环保等产业发展工作会议，国务院副总理李克强指出新能源和节能环保产业发展潜力很大，财政部十项重点工作支持新能源发展和节能减排的第四条指出推进大型公共建筑和既有居住建筑节能改造，鼓励合同能源管理发展。依靠20多年的技术积累，目前公司已经在钢铁冶炼、石油开采、石油炼化、氮肥、聚酯、氯碱、印染等行业成功实施溴冷机余热利用项目，工业用户在双良的工业余热利用项目上的投资回收期均不超过3年，最短的为半年；公司空冷器产业已经具备单排管、双排管批量生产能力，其中单排管可年产870万平方米，双排管可年产360万平方米，合计年产1230万平方米，相当于具备4套2×600MW电站直接空冷管束的产能，折合产值约12亿元；公司溴冷机、空冷器等机械业务的核心技术原理都是换热技术，公司通过和瑞士卡来瑞福公司的合作在诸多方面已经领先于国内同行，其中主要客户有巴斯夫、壳牌、林德、法液空、曼透平、中石油等。
绿色化工实现建筑节能：在我国建筑能耗约占全国总能耗的30%，故而建筑节能能否顺利推行将事关我国节能事业的成败。从《节约能源法》到《民用建筑节能条例》，我国正逐步加强建筑节能推行力度，“十一五”期间，新建建筑严格执行节能50%的设计标准，少数大城市率先实施节能65%的标准，开展既有节能改造，大城市完成改造面积25%，中等城市15%，小城市10%，住建部即将出台的《建筑节能专项规划》将大大拉动苯板的需求。公司非常看好建筑节能市场，公司表示不排除未来向下游聚苯板延伸产业链的可能。
建议买入：我们预测公司2009、2010、2011年的EPS分别为0.63元、0.80元、0.93元，依据2010年机械业务22倍估值，化工业务18倍估值，我们认为公司12个月合理股价是16.2元，提高投资评级至买入-A。
风险提示：宏观经济尤其是房地产难以复苏，国家建筑节能相关支持政策的力度不够，公司溴冷机、空冷器等机械业务的订单情况都将影响到我们的盈利预测。",苏立峰/姚春雷
002038,国元证券有限责任公司(2007-11-05合并前),2009-06-01,双鹭药业(002038)：质地优异 久酿愈甘,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297179580811/index.phtml,"1、 一季度实现收入增速与净利润增速分别20.16%和35.4%，经营现金流增加7.67%,每股收益0.19 元,实在算不上理想, 呈现收入与利润增速逐季降低，基本与行业趋势表现相同, 由于行业的基本面仍旧良好，我们预计在经历前两个季度的周期性低谷后，伴随翘尾因素减弱，行业有望在三季度增速逐渐回暖；
2、 公司生物药增长平稳, 贝科能依旧高速增长,来自终端的数据显示,08年贝科能增长57%,还主要是二三线偏远城市销量大, 北京三级医院只覆盖了约30%,由于是独家产品, 公司对是否进入基本医保目录持观望态度, 除非价格上有利, 考虑到空白市场与贝科能适应症范围较宽, 预计09 年仍能保持30-40%的高增长；09 年北京市恢复停止了两年的药品招标,公司近几年陆续上市的新药将获得北京医院市场开拓的重大的机遇；
3、 在肿瘤与肝病领域形成了几个产品的优势与比较完善的产品群，底价代理模式主要针对独家产品，总经销模式则反映跟随市场的策略的运用，目前，独家产品贝科能呈现经销商争先恐后争取底价代理现象，公司将附加其他非独家产品代理作为底价代理的条件，这样有利带动了其他产品销售；
4、 系列并购拓展新增长点：08 年通过收购瑞康医药25%股权获得治疗男性不育的一类新药，09 年3 月投资成立迈迪生物科技公司，介入肿瘤诊断与生物治疗产品领域，将产业链向前延伸，参股北京最大的民营商业普仁鸿医药销售公司，拓展了公司现有的部分产品在北京与天津的市场空间；
5、 公司业绩一般呈现一季度是淡季，三季度是业绩旺季，一季度业绩不理想兼有行业因素与经营季节性双重因素，不能作为全年参考标准，预计09、10、11 年EPS 分别为1.23，1.58，2.05，给予推荐评级。",陆航/徐军平
600724,国元证券有限责任公司(2007-11-05合并前),2009-06-01,宁波富达(600724)调研报告：战略转型为城投公司 业绩增长潜力大,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297179580578/index.phtml,"1、一直以来我们都强烈看好具有城投背景的公司。我国城市化率达到了45％，从目前总体形势来看，我国城市化进程仍处在快速发展的阶段，这将带来更多的商品房及公共设施的需求，而城投类公司具有特殊的背景，因此在当前形势下具有比较优势。
2、公司增发，增强公司核心竞争力。2009 年4 月，大股东宁波城投适时进行资产重组，将其质量优良的商业地产及住宅开发地产业务置入本公司，明确上市公司以“商业地产、住宅开发”为主业、兼营家用电器、水泥生产的业务格局，做大做强上市公司。增发后，宁波城投对公司拥有绝对控制权，占总股本76.95％。
3、定向增发，获得三项优质资产。此次定向增发获得大股东优质商业地产－天一广场，及住宅地产青林湾项目及慈城新区湖东地块项目。置出项目为盈利能力较弱的自来水净水公司及宁波枫林绿色能源开发有限公司。
4、大股东承诺减持价不低于15 元。大股东承诺对宁波富达拥有权益的股份自股权登记完成之日起36 个月内不转让，同时承诺通过证券交易所交易出售的价格不低于15.00 元/股。
5、天一广场盈利能力强，发展空间大。天一广场是宁波商业地产中的龙头。账面价值为14.78 亿元，未来经营毛利率高。目前总建筑面积为208018.66 平方米，可供出租面积仅为167665.81 平方米，未来各项改扩建物业竣工投入将成为公司未来新的利润增长点。同时若该部分资产进行银行抵押，将会获得30 到40 亿元的周转资金，利于公司对后续项目的开发建设，以及在土地市场上大显身手，壮大公司房地产开发规模等。
6、公司住宅地产将于2010 年开始释放业绩。根据公司注入项目的开竣工计划，公司住宅地产项目在2010 年及其以后开始逐渐进入业绩释放期，未来业绩增长潜力大。
7、公司盈利预测。根据对公司项目的盈利预测，公司在2009 年至2011年营业收入分别为20.86 亿元、40.87 亿元及52.36 亿元，归属母公司净利润分别为2.18 亿元、7.80 亿元和11.29 亿元，每股收益分别为0.15 元、0.54 元及0.78 元。
8、公司估值比较及投资建议。分别对公司住宅地产及投资性房地产项目进行重估，得出公司总的重估净资产合计为135.78 亿元，折合得出公司每股RNAV 为9.39 元。对比主要城投类公司的市盈率，主要公司2010 年大都在20 倍附近，因此给予公司2010 年20 倍的市盈率，对应的价值为10.8 元，综合RNAV 估值及相对比较估值，我们认为合理价值在9.39 元至10.8 元之间，目前股价7.26 元折价较多，给予“强烈推荐”的投资评级。",周家杏/蒙俊江
002220,国元证券有限责任公司(2007-11-05合并前),2009-06-01,天宝股份(002220)公司点评：模式转变推动业绩稳步提升,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297179580233/index.phtml,"2009 年5 月26 日，经中华人民共和国商务部批准，公司在美国西雅图投资350 万美元， 设立麒麟国际有限公司（ KIRININTERNATIONAL,INC），主要从事进出口业务，农副产品、土畜产品的销售；豆制品、冷冻食品销售。
麒麟国际有限公司的设立有利于公司降低采购成本。由于美国西雅图市全球主要的原料采购地，凭借着位于原料采购地，公司可以以较低的采购成本完成原材料的集中采购，从而降低了原材料采购成本。
麒麟国际有限公司的设立将改变公司传统的销售模式。之前，公司的销售模式主要为经销商分销，经销商再将货物铺到各大超市卖场。而麒麟国际有限公司的成立为公司在终端市场推行直销模式提供了可能，从而有利于进一步扩大公司在终端市场的市场份额。此外，直销模式的经营直接面对消费者，有利于提升公司产品品牌，提高产品知名度。
麒麟国际有限公司的设立有利于提升公司业绩。在传统的通过经销商销售的模式中，经销商分享了一部分利润，最终导致公司的利润被摊薄。而直销方式省去了中间环节的消耗，从而提升了公司经营业绩。
麒麟国际有限公司的设立有利于降低财务费用。由于公司是一个以出口为主的企业，原材料主要在国外采购，产品的终端销售市场也在国外，这就导致公司面临一定的汇兑风险。通过在国外设立子公司，一定程度上缓解了公司汇兑风险。
投资评级：鉴于公司稳健的管理团队和良好的成长性，我们维持公司“谨慎推荐”的投资评级。",——
600309,天相投资顾问有限公司,2009-06-01,烟台万华(600309)调研简报：聚合MDI迎来需求旺季 节能保温板开始推广,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297179282295/index.phtml,"盈利预测
盈利预测假设：
1) 2009、2010 年MDI 销量分别为42 万吨、48 万吨。其中纯MDI 为18.90 万吨、20.16 万吨；聚合MDI 为23.10万吨、28.80 万吨。
2) 2009、2010 年纯MDI 价格分别为19000 元/吨、20500 元/吨；聚合MDI 价格分别为16500 元/吨、18000 元/吨。
3) 生产1 吨MDI 需要苯胺0.75 吨，2009、2010 年苯胺价格分别是8000 元/吨、8500 元/吨。
我们预计公司2009-2010 年EPS 为0.85 元和1.02 元，以5 月27 日收盘价17.17 元计算，对应的动态市盈率为20 倍和17 倍，目前化工行业一年滚动市盈率是29 倍，考虑公司具有节能保温概念，技术优势明显，业务范围逐步拓展，维持公司“增持”投资评级。",方峻
600268,国泰君安证券股份有限公司,2009-06-01,国电南自(600268)：资产注入与智能电网题材 股价相对低估,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297179281531/index.phtml,"近日受智能电网规划出台在即的消息刺激，特高压与数字化变电站设备的相关企业股票大涨。相比之下，刚刚公告资产注入的国电南自涨幅相当有限。从产品竞争力、利润构成、业务成长性、分类业务的行业平均估值来看，我们认为国电南自的股价是相对低估的。
前期国电南自公告拟以不低于14.15 元/股的价格向实际控制人中国华电工程集团发行不超过8000 万股，购买华电工程约10.27 亿元资产的预案。此次拟注入资产包括华电重工、重机院、华电重机、华电管道的股权，以及物料输送、水电装备及施工机械、管道工程和钢结构等资产，属华电工程的优质资产，盈利能力较强。
如果注入后，以备考报表来看，08 年自动化业务的收入占比35.2%，利润占比为41.5%。如果按照增发7258 万股计算，08 年备考每股收益可以达到0.74 元（年报披露数为0.43 元）。此次资产注入显示了实际控制人及大股东对上市公司前景的乐观态度和支持力度，力主将公司打造成为集电力自动化整体解决方案，与重工装备设计、研发、制造以及工程总承包于一身的综合性技术服务企业。
08 年年报显示电网自动化、电厂自动化、工业自动化及水利水电自动化板块的业务收入占比分别为47%、23%、20%及7%。受益于全国扩内需保增长政策的推进和投资项目的落实，电网自动化设备与城市轨道交通自动化设备的需求有望进一步增大。此外随着国家能源规划的调整，风电、核电等新能源建设将明显提速，也为公司提供了业务突破的良好机遇。我们认为，国电南自的自动化业务增速将高于重工业务，预计09 年之后的利润贡献比例将超过45%。
假设资产注入的顺利完成，我们预计2009-10 年国电南自的每股收益为0.76 元和0.90 元（备考合并）。我们上调评级至“谨慎增持”。
风险提示：资产注入进度与拟注入资产的持续盈利存在不确定性。",邱伟/陆震
002254,国信证券股份有限公司,2009-06-01,烟台氨纶(002254)调研快报：氨纶业务持续回暖 芳纶业务相对稳定,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297178739453/index.phtml,"建议保持关注
烟台氨纶未来氨纶业务有望受益于下游纺织品行业复苏，而芳纶业务则取决于新品种市场开拓情况，我们建议持续关注公司未来发展。由于氨纶以及芳纶下游需求前景仍然有一定程度不确定性，给公司未来EPS 预测带来困难，我们初步测算，公司09-10 年EPS 区间分别为1.00—1.20 以及1.60—1.80 元。（EPS 均为摊薄后的预测值）",陶学明/李孔逸
002242,天相投资顾问有限公司,2009-06-01,九阳股份(002242)豆浆机行业高速发展的最大受益者,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297178678562/index.phtml,"投资要点：
小家电行业稳定增长。我国家庭小家电平均拥有量为10件，远小于欧美等发达国家20-30的水平，小家电换购周期不长，未来增长空间巨大。2008年金融危机爆发，家电行业受到不同程度的影响，但小家电行业仍然能够逆势增长，销售额达1101.9亿元，同比增长12%；保守预计未来三年小家电销售额复合增长率在14%左右。
最专业的豆浆机制造商。公司收入占比最多的两大业务为豆浆机和电磁炉，合计占比96%，其中豆浆机收入占比达70%。
公司是豆浆机的发明者，经过十几年的市场培育，目前豆浆机被消费者广泛认可，九阳的品牌知名度也随之上升，可以说豆浆机行业的成长就是公司的成长。
分享豆浆机行业高成长。豆浆机行业目前已进入快速发展期，2008年销量近1000万台，同比增长90%。普及率不足10%，相对于其他主流小家电50%-60%的普及率，有较大增长空间。
目前美的和东菱成为公司主要竞争对手。但公司是行业龙头，品牌、营销等优势明显。短期内新产品进入无法撼动公司主导地位，公司仍然能够最大程度分享行业的快速成长。
电磁炉是公司稳定利润来源。2008年电磁炉产量达4000万台，同比增长34%。预计未来两年电磁炉将保持30%左右的稳定增长。公司电磁炉市场占有率为14%位列行业第二，相对美的38%市场份额，还有较大增长空间。
阳光豆坊成为新的利润增长点。公司与地方政府下属农场合作种植豆料——“阳光豆坊”，相比普通豆料它含有更多的蛋白质，更少的油料，口感好，非常适合做豆浆。随着豆浆机普及率上升，未来发展空间巨大。我们粗略测算，当豆浆机普及率达到30%时，豆料为公司贡献收入为10亿元左右。
盈利预测及投资建议。我们预计公司2009、2010年EPS分别为1.30元、1.45元，对应动态市盈率分别20倍、18倍，考虑到公司龙头地位及良好的成长性，维持“增持”评级。",曹腾/闵丹
000060,宏源证券股份有限公司,2009-06-01,中金岭南(000060)调研简报：成功的海外收购点亮未来的增长前景,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/297178678327/index.phtml,"预计09 年每股收益0.28 元，首次给予“增持”评级。我们假设09-11 年锌价为12500 元/吨、13000 元/吨和14250 万/吨；铅价为13000 元/吨、13500 元/吨和14750元/吨。在不考虑PEM 公司并表的情况下，预计公司09-11 年每股收益分别为0.28元、0.58 元和0.73 元，以当前股价17.52 元计算，对应动态PE 分别为62.57 倍、30.2 倍和24 倍。
敏感性分析。考虑到PEM 公司由于加强了成本管理，使得现金成本大幅下降，按三月底的价格计算公司基本可以实现盈利，因此我们针对PEM 公司受价格影响对公司的利润贡献做了敏感性分析。我们预计PEM 公司的盈亏平衡点精矿价格约为8000 元/吨左右，假设09-11 年PEM 公司矿石产量分别为12 万吨、14 万吨和18万吨。则精矿价格每上升1000 元/吨，对公司每股收益贡献分别为0.047 元、0.055元和0.07 元。综上所述，考虑到未来矿石价格的上涨将提升PEM 公司对公司的利润贡献，因此我们给予“增持”评级。",苏静然
