股票代码,券商简称,发布日期,研报标题,报告链接,研报文本,研究员
002525,上海证券有限责任公司,2010-12-01,胜景山河(002525)新股定价：新型黄酒领军企业,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344534216936/index.phtml,"投资要点：
新型黄酒领军企业
公司自成立以来一直专注于新型黄酒的研发、生产和销售，旗下拥有“胜景山河”、“古越楼台”两大品牌，“喜酿”、“典”、“道”等多个系列10 余种产品。公司通过多年对传统黄酒产业进行技术、产品以及营销模式等一系列创新，以及实施产品和市场差异化竞争策略，目前已经发展成为内陆地区领先的黄酒生产企业和新型黄酒的领军企业。
差异化经营策略成效显著
公司确立的重点开发黄酒非传统消费市场的差异化经营策略优势逐步显现，其重点开拓的湖南、福建、河北、广东等市场黄酒消费量增速迅猛。报告期内，公司黄酒产品在上述市场的销售额增长了45%以上，销售市场已覆盖华中、华南、华东和华北的广大区域，并在湖南、山西、四川成都、河北邯郸等区域建立良好的品牌形象和美誉度，取得较高的市场占有率。
募投项目提高产能 突出规模优势
本次募集资金将投入到“20000 吨多肽黄酒项目”上。项目建成后，公司产能将从现有的1.6 万吨增加至3.6 万吨，跻身中国前五大黄酒厂商之列，并成为中南、中西部地区规模最大的现代化生物黄酒研发生产基地。同时，借助多肽黄酒的推出，公司将引领黄酒产业的创新发展和升级换代。
定价结论
综合考虑同行业上市公司及近期上市中小板公司估值，谨慎得出该股合理价格为28.66～34.39 元。从近期上市中小板股票来看，截至11 月30 日的最新市场价格相当于发行价的累计溢价率为55.20%。综合考虑公司基本面、同行业上市公司及近期新上市股票估值情况，我们选取一二级市场35.57%的折让，建议询价区间为18.46~22.16 元，对应的2009 年市盈率区间为42.34-50.82 倍。",银国宏
002416,平安证券股份有限公司,2010-12-01,爱施德(002416)事项点评：三星渠道部分直供事项点评 非理性下跌有望带来投资机遇,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344533977420/index.phtml,"事项：爱施德公布：三星拟对其中国手机销售渠道结构做出调整，计划将部分产品进行直供，采用“直供＋平台直供＋分销”并存的渠道结构，同时三星计划减少合作国代商数量。初步估计，拟直供或者平台直供的零售商当前的市场规模约占三星国内手机市场整体规模的40%左右。 该调整将从2010 年 12 月1 日开始，在接下来的四个月左右时间逐步实施。
三星渠道调整不会对爱施德在电信运营商和社会单店的覆盖造成影响。三星渠道采取部分直供的方式，主要面对全国家电连锁零售商、部分手机专业连锁零售商和部分区域手机零售商。调整后：国代商原有的三大电信运营商渠道和相对应的包销产品、国代商已完成覆盖的零售店（非连锁店）均得以保留。
本次调整对爱施德 2011 年收入影响预计在 15%左右。由于爱施德针对三星直供进行战略调整，加大运营商业务比例，目前电信运营商渠道占爱施德对三星产品的销售比例约为 55%，考虑到三星直供后有望调整国代商结构，估计三星直供部分对爱施德总收入影响比例约为 15%，利润影响比例约为 10%，不会对公司长期成长带来负面影响。
从行业来看，厂商直供占比快速下滑，国代商的市场占比有望快速提升。赛诺咨询数据显示，国内手机市场中，厂商直供市场占比由 09Q3 的 17%降至 10Q2 的10%，仍处于下降通道中。原以直供为主的摩托罗拉和索尼爱立信均在近期有望全面转向国代商模式，而LG有望由省代模式向国代模式倾斜。
从爱施德本身品牌结构来看，单一品牌对爱施德的影响持续降低。爱施德目前新品牌的扩展速度较快，09年、10年连续引入了苹果和摩托罗拉等品牌，未来三个月内即将引入新的1～2个品牌。随着公司商业模式在新品牌中的复制，公司在行业内的竞争力仍将保持，单一品牌对爱施德的影响将持续降低。
下调至“推荐”评级。考虑到三星直供影响，下调爱施德未来三年收入预测为115亿元、141亿元和183亿元，同比增长31.3%、23.1%和 29.1%，对应EPS分别为1.37、1.69、2.16元。该调整对 11 月 30 日收盘价 47.28 元影响在 15%之内，考虑到市场对该事项反应过激，短期有望出现投资机遇，40 元以下可积极介入。
公司长期基本面不变，长期仍可看好，给予爱施德以“推荐”评级。",——
300146,东海证券股份有限公司,2010-12-01,汤臣倍健(300146)新股定价：迅猛发展的区域龙头,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344533761281/index.phtml,"公司本次IPO 计划公开发行人民币普通股（A 股）1,368 万股，募集资金主要用于公司各剂型产品的产能扩张、营销网络优化升级项目和信息系统技术改造项目。
公司的主要业务为膳食营养补充剂的研发、生产和销售。“汤臣倍健”为公司的主打品牌。公司在膳食营养补充剂非直销领域稳居龙头，是行业内首批两家信用等级为AAA 的企业之一。2008 年，公司在中国膳食营养补充剂行业非直销领域的市场占有率达到了10%，市场占有率排名第一；公司的汤臣倍健品牌是中国膳食营养补充剂行业非直销领域的领先品牌，市场占有率达到8.7%。
公司具有强大的品牌推广和渠道开拓能力。经过数年努力，公司品牌“汤臣倍健”正逐步由强势的渠道性品牌向知名的大众消费品牌过渡，品牌知名度和美誉度不断提升。同时，公司已经掌握了一批优质的经销商资源，与屈臣氏、沃尔玛、大润发、老百姓大药房、中联大药房等全国大型连锁零售机构建立了良好的合作关系，直供终端的金额不断提升。
我们预测公司2010-2012 年EPS（摊薄） 分别为1.66 元和2.69 元和4.46元。公司定位清晰，具有明确的品牌推广和渠道开拓战略，是这一领域最有潜力的企业。考虑到公司未来良好的成长性，再综合医药上市公司估值水平，我们认为公司的合理价位在69.72 元-78.02 元，对应公司2010 年的EPS 市盈率分别为42-47 倍。",罗鶄/娄圣睿/薛娜/叶飞
000402,海通证券股份有限公司,2010-12-01,金融街(000402)：成功引入顶级百货 项目写字楼间接受益,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344531785859/index.phtml,"投资建议。预计公司2010年和2011年每股收益在0.58元和0.68元。2010年11月30日，公司股价收盘于6.61元，对应2010年和2011年PE分别是11.39倍和9.72倍，对应RNAV在13.2元，目标价格区间为8.7元-9.2元。我们认为公司自持项目资质和规模在A股地产企业中均属优异，未来将享受价值重估带来的最大利益。此外，住宅开发一定程度上可以弥补商业开发周期长、投资大的特点。综合以上公司基本面因素，维持对公司的""增持""评级。",赵湘鄂/毛深静
600588,国泰君安证券股份有限公司,2010-12-01,用友软件(600588)：二期股权激励方案发布 有助形成较快增长预期,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344531785561/index.phtml,"公司此次拟向激励对象授予 2448万份股票期权，占公告日公司股本总额的 3%，其中 10%为预留部分，来源为公司向激励对象定向发行股票。授予对象包括公司高管与核心员工共 1906人，占 6月末员工总数的 20%。
此次激励计划共分两期行权，行权期分别为首次授权日起 12、24个月后的首个交易日至其 12个月止。可行权数量占比分别为 30%、70%。该计划行权的业绩条件为：2011-2013 年扣除非经常性损益后的净利润相比09 年增速分别不低于 70%、120%、185%；且 2011-2013 年扣非后的净资产收益率不低于 12%。此外，等待期内扣非与不扣非的净利润均不得低于授权日前最近三年的平均水平且不得为负。如业绩的净利润增速条件全部达成，则 2011-2013年 EPS分别达 0.59、0.77、1.00元，对应 4年净利润复合增速达 30%。
该激励计划授予价格为草案公布前 30 个交易日内的股票平均收盘价与公布前 1 交易日收盘价的较高者，即25.16元/股。
在股权激励成本方面，假设 11 月 29 日为模拟授权日，则 2448 万份期权的理论价值总额为 1.30 亿元，将在2011-2014年摊销，其中 2011年摊销最多，达 6313万元，相当于公司 09年扣非净利润的 22%。不过在人力成本不断上升的背景下，股权激励的实施有助于公司控制员工薪酬的开支。
公司曾于 06年 12月推出首期股权激励计划，并于 09年 9月将股份全部授出，实际缴款激励对象 1524人。此次再次启动激励计划，建立中长期的激励约束机制，使激励对象行为与公司战略目标保持一致，将促进公司业绩持续增长。公司于 09 年三季始加大渠道方面投入，对应成本也出现大幅增长。投入期之后有望迎来新一轮增长期。此次股权激励与上述判断不谋而合。公司有望实现高于行业平均的可持续较快增长。我们维持增持评级",姜金香
002006,东兴证券股份有限公司,2010-12-01,精功科技(002006)：掘金“铲子”受追捧 明年业绩已锁定,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344531001750/index.phtml,"1．掘金“铲子”受追捧，明年收益已锁定
公司自主研发的 JJL500 型高效多晶炉，比传统的 JJL250 型效率提高近一倍，作为公司新能源领域主打产品，将成为公司今后最主要的利润来源之一。近期亿元大单频现，充分说明了下游用户对公司新型多晶硅铸锭炉产品的广泛接受和认可。考虑到公司再融资项目提前进行的可能性，谨慎预计公司明年上半年产能即可达到 500 台，在 11 年光伏市场产能持续扩张情况下，谨慎估计 11 年全年完成 300 台多晶硅铸锭炉产品销售不成问题。粗略估算，将可为公司带来营业收入 8亿元左右，高于我们先前 6亿元左右的预测，净利润保守估计达 1.6亿元左右。目前国内多晶硅铸锭炉 60%左右市场份额为以美国 GT为首的国外品牌所垄断，国产品牌以精功科技和京运通为首，占据 40%左右市场份额，随着国产设备厂商技术的进一步成熟以及规模成本优势的进一步体现，预计未来两年国产铸锭炉市场份额会显著提升。截止到 10 年，精功科技的多晶硅铸锭炉市场占有率约为 24-28%左右，在国产铸锭炉中排名第一；谨慎估计，未来精功科技的铸锭炉产品试产占有率将迅速提升到 30-35%，这将为公司未来盈利带来持续的增长空间。
2．最佳拍档：JJL500 铸锭炉+JXP800 铸锭开方机，提升公司未来盈利能力
公司自主研发的铸锭开方机（JXP840）正在加紧测试中，预计 11年可与多晶硅铸锭炉 JJL500 形成配套产能。此类铸锭开方机产品以前主要被瑞士 HCT以及 MeyerBurger，日本 NTC等国外多线切割设备厂商所垄断，目前国内有能力生产此类设备并形成规模的，主要是上海日进（日本日进工机合作企业）和大连连成。
公司JXP800产品将以低于国外产品25~30%左右的价格切入该领域， 并与JJL500多晶硅铸炉产品形成4:1配套，这有利于公司迅速抢占国内铸锭开方机市场。若该产品明年形成配套产能，则保守估计，11 年配套销售可达 20多台，销售收入达到 1个多亿，谨慎估计为公司贡献利润约 1800 多万元。
3．晶硅片产能扩大，提升硅片盈利水平
公司太阳能多晶硅片生产线原本设计为铸锭炉配套测试使用，产能只有 25MW。因产能小，使得公司多晶硅片毛利率远低于行业平均水平，三季报仅有 5%左右；今后随着 100MW 太阳能硅片项目建成后，多晶硅片产品毛利率有望提升到 15%的行业平均中上水平，在未来市场持续增长的情况下，可为公司实现年销售收入 5个多亿，净利润 2000 多万元。
4．纵向扩张至下游光伏电站建设，垂直攫取产业链利润
公司目前介入太阳能电站建设， 子公司精工新能源投资 3000 万元建设 1000KW 光电建筑并网发电工程得到浙江财政约 1000 万元的财政补助。这为今后公司从光伏产业中上游的多晶硅切片领域扩展到下游组件以及光伏电站建设打下坚实基础，预计今后光伏电站将设项目将成为公司未来新的利润来源之一。
结论：
公司近期接连亿元大单，强烈表明了公司多晶硅铸锭炉配套产品越来越多的被下游客户接受和认可。截止到10年12月份以前，已经签约240多台（套）设备订单，基本提前锁定了11年收益。公司作为多晶硅淘金热中的“卖铲人”，无疑是近年光伏产业扩张中的率先受益者。未来公司新能源业务所占比重将从今年的22%左右，迅速提升到明年65%和后年73%左右水平。我们谨慎预计公司11-12年多晶硅铸锭炉以及开方机产品销售量为300台、345台和26台、80台左右，按照30-35%左右的毛利率推算，我们谨慎预计10-12年公司的EPS分别为0.43元、1.21元（+0.2元）和1.58元（+0.2元），11-12年EPS分别调升20%和14%；目前股价是35元左右，对应的PE分别为81倍、29倍和22倍，若按照谨慎原则，给予公司11年38倍PE计算，则公司11年目标价位分别为46元。由于公司今年合同已经基本锁定11年公司收益且公司未来增长明确，我们强烈看好该公司，给予公司“强烈推荐”评级。",张秋生
002195,天相投资顾问有限公司,2010-12-01,海隆软件(002195)调研简报：积极深挖内部潜力 稳步拓展新业务,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344531001298/index.phtml,公司并表华钟计算机后，我们预计公司2010-2012 年的每股收益分别为0.49 元、0.58 元、0.69 元，按11 月30 日收盘价24 元测算，对应的动态市盈率分别为49 倍、41 倍、35 倍，基于对公司外包业务长期看好和新业务所带来收益的良好预期，上调公司投资评级至“增持”。,周家杏
600794,中国银河证券股份有限公司,2010-12-01,保税科技(600794)：竞购“兵吉燕储罐”事项点评,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344529485749/index.phtml,"投资建议
公司竞买兵吉燕储罐项目成功后，最新预测的2010~2012年EPS分别为0.53、0.772和1.19元（假设营业收入增长率分别为235%、28%和89%）（表1）；报告期公司股价15.80元，PE分别为29.8、20和13倍，维持 ""重点推荐""评级。",陈文倩
300146,国元证券有限责任公司(2007-11-05合并前),2010-12-01,汤臣倍健(300146)新股价值分析：产能扩张、营销提升驱动业绩快速增长,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344528364561/index.phtml,"行业处于快速发展期。与发达国家相比，我国的膳食营养补充剂行业还有很大潜力。人口老龄化、医疗费用增加、可支配收入的增长和城镇化进程加快等因素是推动行业发展的动力， 法规的完善和政策的推动使膳食营养补充剂行业在未来有望维持快速发展。 据中国保健协会预测，膳食营养补充剂行业非直销领域在2008 年-2012 年的年均增长率将达到30%左右。
公司稳坐龙头宝座。 公司是国内最早进入膳食营养补充剂行业非直销领域的企业， 2008 年公司已经在非直销领域占据了10%的市场份额，远远领先其他竞争对手。公司围绕产品、渠道、品牌、服务这四要素制定了详细的战略规划，不断拉大与对手之间的距离。
未来业绩增长明确。公司在产品、渠道、品牌三大要素方面正在加速发展，使公司相对于竞争对手将更有优势，有利于在快速成长的市场中获得更多的市场份额。公司毛利率提升的趋势仍将保持，公司盈利能力增加，进一步加快利润的增长速度。我们预测年销售收入和净利润的年均增长率均将不低于50%。
募投项目：本次拟向社会公众公开发行不超过1368万股募投项目主要用于产能扩张，产能扩张项目解决公司产能瓶颈。项目达产后公司各剂型产品的产能扩张情况如下：片剂产能4年后在2009年的基础上增长3.55倍，粉剂灌装产能增长1.57倍，粉剂袋装产能增长4.38倍，软胶囊产能增长3.04倍，硬胶囊产能增长1.75倍。
申购建议： 预测公司10-12年完全摊薄后的EPS分别为1.70元， 2.68 元和 4.19 元。参照 A股同行业上市公司的估值以及公司在行业中的竞争地位，公司合理估值可取 10 年 45-50 倍 PE，对应估值区间为76.5-85 元，建议询价区间 65.03-72.25 元。按照新的询价机制，建议挂档65.03元 40%、72.25元 60%。",王潮星
300147,申万宏源集团股份有限公司,2010-12-01,香雪制药(300147)新股分析：合理发行价格26.4-30.8元,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/344527801499/index.phtml,"民营中成药企业：香雪制药主要从事中成药研发、生产和销售，王永辉和陈淑梅合计持有公司上市后37.7%股权。2009 年公司实现收入3.79 亿元，同比增长28%，实现净利润5092 万元，同比增长42%，净利润率13.4%，净资产收益率15.9%。公司产品主要有抗病毒口服液和板蓝根颗粒，2009 年收入占比分别为66%和20%，毛利占比分别为83%和4%。
抗病毒口服液是公司核心产品：公司生产的香雪牌抗病毒口服液在感冒中成药类别中排名全国第三，广东排名第一，在广东省内具有较高的品牌知名度，省内收入占比超过90%，未来的成长依赖于向省外市场拓展；板蓝根颗粒市场竞争激烈，毛利率低；医疗器械、饮料和中药饮片规模较小，短期对盈利贡献不大。
募集资金扩大产能和加强营销研发能力：本次募集资金总投资额3.73 亿元，主要用于扩大产能，加强营销和研发能力建设。我们预计公司将有5 亿元以上超募资金。
合理发行价格26.4-30.8 元：我们预计公司2010-2012 年全面摊薄每股收益为0.62 元、0.88 元、1.16 元，同比分别增长50%、42%、32%。我们从创业板近期发行的5 家医药公司估值水平角度来考虑公司申购的合理价格，根据申万盈利预测5 家医药公司2011 年发行市盈率平均为33.7 倍，综合考虑公司成长性，我们认为公司合理发行价格26.4-30.8 元，对应2011 年预测市盈率30-35 倍。",钱晓宇
