股票代码,券商简称,发布日期,研报标题,报告链接,研报文本,研究员
002489,东海证券股份有限公司,2010-10-08,浙江永强(002489)新股研究：怀揣全产业链梦想的户外休闲家具及用品ODM制造商,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339868229593/index.phtml,"浙江永强是国内最大的户外休闲家具及用品ODM制造商。主营业务产品为户外休闲家具、遮阳伞、帐篷三大系列，主要通过大型超市、品牌连锁店销售，主要销售地区为欧洲及北美等发达地区。2009 年公司户外休闲家具国内出口排名位列第二、遮阳伞出口排名第一，帐篷排名第四。
浙江永强未来的战略规划是整合上下游产业资源，实现全产业链运营。除了募投项目，公司还计划在未来几年构建一个全球物流系统，帮助客户实现零库存运营，与客户分享物流环节的利润，从而进一步加大对行业利润以及终端的控制力，进而成为全球户外休闲家具及用品行业的霸主。
我们保守估计公司2010－2012年每股收益为1元、1.32元和1.81元，综合考虑公司所处行业地位和属性，对应公司2010年业绩，我们给出的市盈率区间为25倍－35倍，建议询价区间为25-35元。
公司设计研发位于国内领先水平，与境外优势企业差距逐步缩小。稳定的255家国际客户体系，细分化、本土化市场拓展战略。规模优势有效化解市场波动，逆市增长。
风险提示：作为一个出口型企业，请投资者重点关注公司汇率波动、出口退税政策变动风险；谢氏父子四人为公司实际控制人，本次发行前，其直接和间接持有公司85.84%股份，发行后仍持有公司64.38%股份，投资者须警惕其损害公司以及其他股东的利益。",陈运红
000758,中银国际证券股份有限公司,2010-10-08,璞玉共精金＊公司＊中色股份(000758)增资重要铅锌矿 重大历史债务减让达成协议,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339859318421/index.phtml,"2010 年9 月28 日，中色股份(000758.SZ/人民币21.36,买入)公告称赤峰市白音诺尔铅锌矿增资重组工作启动。公司对白音诺尔矿业持股比例将从30.53%上升至44.72%，直接为公司新增权益锌金属储量11.07 万吨，铅金属储量3.97 万吨。根据相关协议公司在赤峰矿投的持股比例未来可增至52.30%。白音诺尔铅锌矿是中色股份重要铅锌矿产资源，是公司打造上下游一体化的铅锌生产商的重要战略平台。我们认为这次增资重组体现了公司对铅锌业务未来发展持较为乐观的预期（我们已在9 月发布的公司深度报告中包含此次增资对公司业绩的贡献）。
2010 年9 月29 日，公司控股子公司--中国有色（沈阳）冶金机械有限公司与中国长城资产管理公司沈阳办事处就重大历史债务减让达成协议。公司预测本次债务减让实现后归属母公司的净利润将增加4,590.43 万元，预计每股收益增厚0.07元。
我们坚持认为公司在锌生产领域位列国内领先地位，同时作为中国南方主要的中重稀土分离企业，公司未来盈利将出现爆发式增长。我们再次重申给予公司的买入评级，并将在公司三季报公布后上调公司的盈利预测。",刘俊
300126,国泰君安证券股份有限公司,2010-10-08,锐奇工具(300126)新股询价定价：专注于自主品牌建设的专业电动工具领先企业,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339858785014/index.phtml,"公司主要从事高等级专业电动工具的研发、生产和销售，近几年营业收入和净利润保持较快增长，毛利率水平稳中有升。砂磨类、建筑道路类和金属切削类电动工具是公司主要收入来源； 公司业务仍然集中在国内市场，目前海外市场开拓顺利，品牌被广泛认可。
受益于高铁建设、先进制造业升级和国家政策推动，我国专业电动工具市场空间广阔。2010 年我国专业电动工具市场及附件市场容量达130 亿元人民币，并将以 25%以上的速率增长，2011 年将达到 163亿元，2012年将达到 205亿元人民币。
公司产品性价比高于外资品牌，进口替代趋势明显，市场占有率逐年上升， 目前位列第四位， 特别在磨切电动工具领域处于绝对领先地位。
相比大多贴牌生产的内资企业，公司坚持走自主品牌的道路，竞争优势明显，产品价格高于同类产品 10%~30%，议价能力较高。
公司未来的业务增长点主要包括锂电池电动工具市场、 国内进口替代市场机会、国际企业全球采购市场、行业整合机会、高利润的工业级电动工具的投产、 附件市场等， 收入和盈利增长可期。 预计 2010-2012年每股收益为 0.87 元、1.36 元和 1.97 元。基于 2010 年业绩和 25 倍左右发行市盈率，建议询价区间为 20~24 元，合理价格价格区间为24~29元。
风险因素：原材料价格波动风险、产能不足和部分订单产品外协加工的风险",刘昭亮
300132,长江证券股份有限公司,2010-10-08,青松股份(300132)新股分析：引领创新的松节油深加工产业龙头,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339858784170/index.phtml,"发行与募投项目
青松股份发行170 股人民币普通股，募集资金在扣除发行费用后将用于新增松节油深加工扩建及下游系列产品开发项目。
公司是国内松节油深加工产业的龙头
公司主要从事松节油深加工系列产品的研发、生产与销售，即以松节油为主要原料，通过化学和物理加工方法生产合成樟脑、合成樟脑中间产品和副产品、冰片等精细化工产品。目前公司年松节油深加工能力1.2 万吨，是我国最大的松节油深加工企业，在细分产品市场上，是全球最大的合成樟脑及其中间产品的供应商。
松节油深加工产业需求空间不断拓展
中国近三年脂松节油平均产量11 万吨，全球排名第一；用松节油合成樟脑的生产主要集中在10 家企业之中，未来随需求、销售变化，集中度将更趋集中；在大众消费的日用防虫剂领域的毒性安全上，合成樟脑替代占市场2/3 的对二氯苯产品，具有明显的环保、健康优势，发展潜力较大；预计合成樟脑市场未来3 年需求复合增速在10%左右，而高毛利率的冰片产品供不应求，莰烯（用于高档汽车涂料）、乙酸异龙脑酯（调香剂用）及醋酸钠（染料、制药等用）等中间品或副产品具有较大的发展空间。
盈利预测与申购价格
预计2010-2012 年，公司每股收益分别为0.68 元、1.03 元和1.24 元。按照2010 年30-35 市盈率，合理申购价格为20.4-23.8 元。",苏雪晶
600971,中泰证券股份有限公司,2010-10-08,恒源煤电(600971)调研纪要与简评：建议积极关注,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339858783078/index.phtml,"我们于2010 年9 月9 日对恒源煤电进行了实地调研，并与高管层和技术人员进行深入交流。形成如下调研纪要，总体结论更加坚定了我们对公司投资价值的判断，建议投资者积极关注。
下半年煤炭产销量将稳定增长，精煤比重有所提高，结合区位优势及合同兑现的灵活性，煤炭销售均价将保持高位。成本和费用水平严格控制，下半年业绩高于上半年的概率较大。
皖北煤电集团逐步淡出煤炭开采，资产注入可期。内蒙古麻地梁矿（设计产能500 万吨，实际1000万吨建设）和山西240 万吨/年的主焦煤将最先注入到上市公司。
公司的定向增发方案已于9 月2 日获得证监会无条件通过，预计9 月下旬拿到正式批文，10 月可完成本次增发项目。目前众多机构申请非常踊跃，特别是产业资本对公司价值的认同，我们认为非常值得关注。
经过本次实地调研，我们更加坚定看好公司的投资价值。由于下半年产销量环比上升，精煤比重继续提高，费用控制良好，我们上调公司2010 年~2012 年净利润至11.3 亿元、13.3 亿元、14.8 亿元。折合每股收益2.87 元、3.38 元和3.76 元，同比增长118%、18%和11%。
本次增发完成后，摊薄每股收益为2.48 元、2.92 元、3.25 元。按照目前的价格对应PE 分别为12.04、10.26、9.23 倍，估值处于行业较低水平。我们认为，公司目前的规模虽然小，但成长潜力较大。
考虑到公司今年还没有分红，公司高送转预期非常强烈，流动性有望得到缓解。给予公司未来6~12个月合理估值区间为41.98~45.02 元，估值中枢43.5 元。维持恒源煤电“买入”评级。",卢平/王培培
601699,招商证券股份有限公司,2010-10-08,潞安环能(601699)深度报告：煤炭产量保持较高增速 集团亿吨规划提供想象空间,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339858781453/index.phtml,"煤炭权益产量维持较高增速。我们预计：10-13 年公司煤炭产量分别为3170万吨、3605 万吨4445 万吨和5150 万吨，同比分别增长6%、14%、23%和16%。10-13 公司煤炭权益产量分别为2984 万吨、3337 万吨3829 万吨和4237 万吨，同比分别增长5%、12%、15%和11%。未来三年（11-13 年）煤炭总产量和权益产量复合增速分别为18%和12%。
公司目前拥有的6 个煤矿产量基本上稳定在3010 万吨左右。
资源整合大幅提升未来产能。公司共计整合煤炭产能2010 万吨，整合煤矿的技改有望在年底前全部动工，我们假设新整合的煤矿在12 年中期投产，预计整合煤矿产量11-13 年煤炭产量为595 万吨、1435 万吨和2140 万吨，权益产量分别为474 万吨、976 万吨和1388 万吨。
集团亿吨规划提供想象空间。上市时集团承诺未来5-10 年内（2011 年8-2016年8 月），集团公司将逐步把全部煤炭资产注入股份公司，使股份公司成为集团下属唯一经营煤炭采选业务的经营主体。集团十二五规划建成亿吨级煤炭集团。通过对老矿数字化改造，续建7 个矿井，新建12 个矿井，对34 个整合矿井进行现代化建设，打造2 个5000 万吨级矿区，3 个1000 万吨级矿区，集团2015 年煤炭产量达到15260 万吨（山西省内1.1 亿吨）。不过集团目前生产矿井较少，短期能够注入的成熟资产主要有司马煤业和郭庄煤业。
维持“强烈推荐-A”投资评级：我我们预计，公司10-12 年每股收益为2.65 元、3.1 元和3.63 元，同比增长44%、17%和17%。维持公司强烈推荐的投资评级：公司本身业务稳定增长，11-13 年煤炭权益产量复合增速为12%，EPS复合增速12%。公司承诺资产注入有可能加快推进。集团亿吨产量规划提供较大的想象空间。目标价45 元（11 年15 倍P/E）。
风险提示：受经济转型影响，煤炭价格面临不确定性。",陈运红/程兵
600348,招商证券股份有限公司,2010-10-08,国阳新能(600348)深度报告：既有业务平稳增长 期待资产注入推动跳跃发展,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339858779578/index.phtml,"既有业务平稳增长。我们预计：10-13 年公司煤炭产量分别为2609 万吨、2854万吨3289 万吨和3724 万吨，同比分别增长27%、9%、15%和13%。未来三年（11-13 年）煤炭总产量复合增速为13%。10-13 公司煤炭权益产量分别为2464 万吨、2608 万吨2736 万吨和2863 万吨，同比分别增长26%、6%、5%和5%。未来三年（11-13 年）煤炭权益产量复合增速为5%。
公司在产煤矿产量小幅增长，公司目前拥有的6 个煤矿产量增长主要在于平舒矿提升200 万吨和景福矿达产至90 万吨。
国阳天泰整合煤矿产能870 万吨，但权益贡献只有175 万吨，预计在年底全部动工，有望在2013 年全部实现投产。
集团五年再造两个阳煤，期待中的资产注入将推动公司跳跃发展。上市时，集团承诺，将煤炭资产以托管等方式交由股份公司经营管理，或通过配股、或股份公司收购、或由股份公司兼并以及资产置换或其它方式逐步投入股份公司。阳煤集团不以任何形式或途径进行任何原煤销售。上市后已经收购了集团的开元矿和新景矿。阳煤集团的规划是五年再造两个阳煤集团，十二五期间产量将达到1.3 亿吨以上（09 年集团产量4346 万吨），是上市公司09年产量（2096 万吨）的6.4 倍。随着各种政策性障碍的逐步消除，以及山西省跨越发展的推动，集团注入资产的承诺有望加快，进而推动业绩跃升。
维持“强烈推荐-A”投资评级：我们预计公司10-12 年每股收益为1.08 元、1.16元和1.21 元，同比增长40%、7%和4%。维持公司强烈推荐投资评级，主要理由：公司本身业务平稳增长，11-13 年EPS 复合增速5.4%；期待中的资产注入推动业绩跃升。目标价22 元（10 年20 倍P/E）。
风险提示：煤价面临不确性风险。",孙立平
600059,广发证券股份有限公司,2010-10-08,古越龙山(600059)调研简报：品牌价值突出 成长性还需观察,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339858779140/index.phtml,"（1）公司未来发展的方向明确，就是构建全国化的网络，产品定位于中高端。今年计划销售收入超过 10个亿。 （2）品牌价值十分突出。公司的好品牌很多，竞争对手都自叹不如，古越龙山、女儿红、状元红、沈永和、鉴湖都是黄酒行业的著名品牌。 （3）销售体系开始变革。今年对销售体系也进行了一些改革，如 2010 年初对新设立的分部实行竞聘上岗，分部负责人需要通过答辩、讨论，当场公布结果。 （4）产品结构持续升级，古越龙山品牌定位高端。如何取舍定位各个品牌十分考验管理层的智慧。根据公司规划，古越龙山定位高端，未来逐步取消低端酒，但需要时间。女儿红、状元红、沈永和定位中端。女儿红结合喜文化，拓展婚宴市场。状元红作为重点市场品种进行推广，拓展时尚人群的黄酒市场。沈永和在上海、武汉市场比较受欢迎。鉴湖定位在低端。 （5）原酒交易放大了黄酒的升值效应。酒是陈的香，黄酒升值保值潜力较大，而原酒交易则将黄酒升值潜力所带来的财富示范效应更好地表现出来。 （6）管理层层面还未开始改革，激励机制有待完善。浙江省国有企业还没有做股权激励的先例，因此公司激励机制的完善还需等待时机。
未来的成长方向
我们认为古越龙山未来的成长可以从以下几个方面努力： （1）产品结构持续升级，特别是浙江本地市场的餐饮市场； （2）拓展有黄酒消费习惯的江苏市场； （3）上海市场的恢复性增长； （4）江浙沪以外新市场的培养； （5）加强的公司内部的成本控制。
盈利预测与投资评级
预计 2010-2012 年每股收益 0.20、0.22、0.28元，公司品牌价值十分突出，但营销宣传投入的效果还需观察，业绩爆发式的增长还为时尚早，暂时给予“持有”的投资评级，值得长期关注。
风险提示
营销投入的效果还需观察。",程鹏
300131,国金证券股份有限公司,2010-10-08,英唐智控(300131)新股研究：智控获益消费升级 温测带动高速发展,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339858734266/index.phtml,"公司主要从事电子智能控制器的研发、生产和销售，并专注于小型生活电器电子智能控制业务。公司产品主要应用于家居、厨卫、个人护理和娱乐等小型生活电器智能化领域，公司每年研发 300 余款新品，年产智能控制器 1,400 多万套，产品远销欧美。
消费升级推动小生活电器行业的发展。随着中国人均 GDP 持续增长以及人均可支配收入的提高，国民购买力正逐渐增强，居民的消费结构将引起变革，我国已步入消费黄金增长期。
电子智能控制市场稳健增长。未来随着全球经济的逐步回暖以及产业和消费结构的升级，全球电子智能控制行业也将持续增长，预计到 2012 年，全球电子智能控制行业市场规模将达到 10,520亿美元。
公司为国内小型生活电器智能控制器领域的龙头企业。公司专注于小型生活电器电子智能控制业务，年产智能控制器1,400 多万套，产品远销欧美。公司多款小型生活电器智能控制器产品如发钳控制器、咖啡壶控制器、风筒控制器和壁炉控制器的市场占有率均名列前茅。
公司逐步打开智能温度监测系统市场。公司开发出智能温度监测系统，具有精度高、安全性能好、无测温盲点的优点，现已逐步为众多大中型企业应用。该产品具有较高的毛利率，公司近 3 年产品毛利额的复合增长率为187.17%，已成为实现公司产品化、行业化发展最具有弹性的业务。
相对估值：
我们预测公司 2010~2012 年的 EPS 为 0.900 元、1.204 元和 1.641 元，通过与行业同比公司比较，我们认为英唐智控的发行市盈率在 40-45 倍较为合适，据此我们认为英唐智控的目标价区间为 36.0-40.5元。
投资风险：
出口环境变动风险、市场竞争加剧的风险、销售模式转型的风险",应巧剑
600578,华泰证券股份有限公司,2010-10-08,京能热电(600578)解决关联交易公告点评：注入资产值得期待,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/339852631906/index.phtml,"投资要点：
公司公告京能集团作为上市公司京能热电的实际控制人，为避免了因双方同业竞争而损害京能热电及其他股东利益的情况承诺，京能集团继续以京能热电作为煤电业务投融资平台，支持京能热电做大、做强，逐步消除双方存在的同业竞争；京能集团承诺力争用3年左右时间，将京能集团煤电业务资产及燃煤热力项目注入京能热电；在将煤电业务资产及燃煤热力项目注入京能热电的过程中，京能集团在项目开发、资本运作、资产并购等方面优先支持京能热电即京能集团及下属企业和控股子公司在转让现有煤电业务资产、燃煤热力资产、权益及开发、收购、投资新的煤电电源、燃煤热力项目时，京能热电具有优先选择权。
京能集团拥有全资、控股、参股企业73家，其中全资、控股企业34家，权益发电装机容量1474万千瓦，大于北京市最大用电负荷，控制装机容量887万千瓦，大于北京市日均用电负荷，已投产热电厂供热量占北京管网集中供热面积的39%。我们认为京能集团装机规模是目前上市公司装机规模的十倍，未来三年，公司将实现跨越式增长，我们看好其长期投资价值。",李振飞
