股票代码,券商简称,发布日期,研报标题,报告链接,研报文本,研究员
601808,中银国际证券股份有限公司,2009-09-01,璞玉共精金＊公司＊中海油服(601808)：调降A股评级,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305134963374/index.phtml,"虽然中期基础盈利基本符合预期，但自升式钻井船日费开始下滑，且三艘半潜式钻井船的交付时间有所延后。加之上半年录得8.2亿元人民币资产减值亏损，我们下调2009、2010和2011年盈利预测15%、5%和24%。我们下调目标价并将A股评级由买入下调至持有；鉴于H股估值较低，维持买入评级。
支撑评级的要点
自升式钻井船日费开始下滑；
前景没有以前那么乐观以及高负债率使得A股不再便宜；
H股估值比较便宜，故还有一定的吸引力。
评级面临的主要风险
自升式钻井船日费大幅走低；
增发融资的可能。
估值
我们将H股目标价由8.76港币下调至7.49港币，对应10倍09年市盈率。
三个月A-H平均溢价自4月底我们上次撰写报告时的154%收窄至119%，基于这一水平，我们将A股目标价由19.52元下调至14.37元。",刘志成
600269,中银国际证券股份有限公司,2009-09-01,璞玉共精金＊公司＊赣粤高速(600269)股东大会通过中期10送10方案,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305134962858/index.phtml,"赣粤高速（600269.SS/人民币13.69，买入）公告股东大会通过向全体股东中期每10股转增10股的方案，公司总股本将从现在的1,167,669,211股增加到2,335,338,422股。
公司同时还通过决议，与中国核工业集团和江西赣能股份有限公司共同投资开发江西万安烟家山核电厂项目，其中中核集团出资51%，赣能集团和赣粤高速共同出资49%。目前项目的具体细节尚未公布，预计将在2012年之后对公司业绩产生贡献。同时我们认为由于公司正在投资修建昌奉高速、澎湖高速等项目，参与核电厂项目将进一步增加公司现金流压力。
我们暂时维持其09-11年每股收益1.027元、1.195元和1.387元，并维持其目标价16.43元和买入评级。",李攀
600166,中银国际证券股份有限公司,2009-09-01,理财＊公司＊福田汽车(600166)：轻卡独领风骚,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305132877203/index.phtml,"1）09年上半年公司受益于汽车行业回暖和国家出台的一系列振兴和扶持政策，盈利状况大幅度好转。上半年公司共实现销售收入195.8亿元，较去年同期相比增长6%；
2）上半年轻卡继续成为收入、利润占比最大的子业务，轻卡业务收入108亿，同比增长47%，继续保持业界第一；
3）上半年公司毛利率10.5%，同比增长2.21%。
4）下半年公司轻卡将依然占据收入和利润主导地位，中重卡有所恢复，但是公司将面临资金的压力和负债率继续上升的风险。
盈利预期与投资结论：
根据WIND一致盈利预期，09年-11年每股收益为0.67元、0.77元、0.94元，对应市盈率为21倍、18倍、15倍，目前估值基本与商用车行业平均估值持平。中银国际研究所给与该公司目标价17.5元。基于对未来两年公司增长确定性的乐观预期，给与""推荐""评级。",查一亮
600183,华泰联合证券有限责任公司,2009-09-01,生益科技(600183)：公司半年报业绩说明会点评,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305132825000/index.phtml,"产能利用率：公司目前是满负荷生产，从上个月以来就出现比较理想的生产状态。东莞、咸阳、苏州三地的所有设备都处于满负荷生产状态，尤其是咸阳的复合材料，排产期已超两周。
毛利率：存货跌价准备在一季度转回约3200万；二季度转回约1300万。剔除此因素，一季度毛利率约为7%，二季度毛利率约为18%。
提价：公司上半年曾经利用3G订单及家电下乡的政策机会提过一次价格，9月将再次提价。这主要是因为在下半年电子市场出现了季节性的需求旺季，供应十分紧张，因此可以提高产品的价格。当然下半年原材料的价格也在上升，这也是公司需要提价的原因之一，需要分摊成本的压力。
公司对未来行业的趋势谨慎乐观，认为金融危机最坏的时候应该过去，以目前各国政府的共识和努力，第二次出现危机的可能性不大。
同时，国内3G订单对后续的市场影响会是正面的，前期只是国家为了拉动内需而要求的政府行为。但3G的功能将会给广大消费者带来许多便利的享受，一旦消费者开始接受这种产品，那么市场将会由被动转向主动，那么与3G产品有关的行业将会受益。
电子行业的海外需求在持续改善，同时库存也在向正常值恢复，从而放大了需求的效果，增强了需求的业绩复苏弹性。依此预计，公司09、10、11年EPS将分别达到0.29、0.46和0.64元，维持""增持""评级。",卢山
600018,上海证券有限责任公司,2009-09-01,上港集团(600018)2009年中报点评：吞吐量环比向好,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305132631514/index.phtml,"投资建议
我们预计公司2009、2010 年营业收入分别下降4.96%和增长8.59%，归属于母公司所有者的净利润分别下降15.81%和增长5.96%；每股收益分别为0.19 元和0.20 元；相应的动态市盈率分别为28.12倍和26.54 倍，估值略高。
公司将受益于上海航运中心的建设，可长期看好。短期考虑2009年箱量增长仍存在压力，近期回暖迹象需继续跟踪确认，维持“大市同步”评级。",冀丽俊
000825,上海证券有限责任公司,2009-09-01,太钢不锈(000825)2009年中报点评：普通钢毛利率大降,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305132616295/index.phtml,"估值及投资建议：
未来六个月内，维持评级“大市同步”
国际金融危机尚未见底，我国经济企稳回升的基础还不稳固，钢铁市场仍然面临较多不确定因素。公司主要产品是不锈钢和普通板材。LME 金属镍可以反映不锈钢行业的景气程度，普通板材国内严重供过于求，产能快速释放，钢材需求和价格回升的基础较为脆弱。
我们预测公司2009、10 年EPS 为0.05、0.18 元。因此，我们维持未来6 个月公司的投资评级为“大市同步”。",朱立民
000709,上海证券有限责任公司,2009-09-01,唐钢股份(000709)2009年中报点评：长材受益于4万亿投资和钢材期货价格,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305132590202/index.phtml,"估值及投资建议：
未来六个月内，维持评级“大市同步”
国际金融危机尚未见底，我国经济企稳回升的基础还不稳固，钢铁市场仍然面临较多不确定因素。钢材价格在4 月份触底后逐步回升，但由于受国际用钢需求萎缩，国内钢铁产能的过剩，出口受阻的影响，钢材价格仍在低位运行，钢铁企业盈利能力依然较弱。
在不考虑公司重组的情况下，我们预测公司2009、10 年EPS 为0.15、0.25 元。因此，我们维持未来6 个月公司的投资评级为“大市同步”。",朱立民
000616,上海证券有限责任公司,2009-09-01,亿城股份(000616)2009中报点评：销售良好 未来可售项目较少,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305132577421/index.phtml,"主要观点：
业绩符合预期，销售良好
每股收益0.10 元，基本符合预期。净利润增速明显低于收入增速的主要原因是毛利率的下降及投资收益的大幅减少。上半年公司房地产销售收入大幅增加，一方面使营业收入同比大幅增加，另一方面，公司的预收帐款达到了19.64 亿元，同比增加88.87%，为今明两年的业绩提供了保障。但公司未来储备项目较少，业绩多依赖于北京西山华府单个项目。
公司财务状况良好
公司从2007 年年底开始就比较保守，资产负债率一直处于行业较低的水平，中报显示资产负债率为57.75%，依然维持在低位，流动比率为2.02，速动比率为0.62，财务状况较为良好，但我们认为公司策略过于保守。
期间费用大幅降低
公司期间费用7.61%，同比下降20 个百分点。公司费用控制较好，销售费用和管理费用减少了410 万。财务费用为-1.11%，主要原因是银行贷款的大幅减少带来的利息下降。
估值和建议
公司经营情况符合预期，我们维持盈利预测，09、10 年每股0.33 元、0.35元，相应市盈率为16.30、15.37 倍，由于项目储备较少，给予“大市同步”的评级。",郭昌盛/沈莉/郭敏
002131,东方证券股份有限公司,2009-09-01,利欧股份(002131)：外需触底复苏、内销增势良好,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305132562843/index.phtml,"“旱”字当头，相关抗旱设备将为抗旱救灾做出较大贡献：旱情出现后，各地纷纷采取措施、加大投入，增加抗旱设备的采购。28 日，财政部、民政部下拨1.76 亿元中央救灾资金，用于帮助近期遭受严重旱灾的地区，以解决受灾群众口粮和饮水困难。若旱情持续恶化，则投资将进一步增加。此次干旱情况的加剧为我国农业基础设施的薄弱敲响了警钟，下一步要不断加强农田水利基础设施建设，带来农机设备需求的持续增加。
利欧股份是水泵行业的龙头企业：此次旱情对水泵生产企业带来实质性利好。目前整个微小型水泵行业生产厂家众多，市场竞争激烈，但大部分企业规模小，且无自主品牌和技术创新能力。利欧股份是目前国内最大的微型小型水泵出口商，生产技术水平在行业内领先，公司有望借此机会大力开拓国内市场，形成新的增长点。
旱灾当前，公司国内市场拓展步入加速通道：目前，公司产品大部分用于出口，此轮经济危机国家采取扩大内需、加快新农村建设等措施为农机提供了良好的市场环境，公司也将国内市场作为近期开拓的重要领域；2009 年公司强势启动了国内市场的开拓，从上半年情况看已取得阶段性成果，国内销售收入实现翻番，收入占比同比提高1.03 个百分点，达到3.65%。经过半年的努力国内销售渠道建设已基本完善，设立了100 多家一级经销商，同时下面设有大量的二级经销商和终端零售商，建立了覆盖全国的销售网路。年初公司向受灾严重的河南省捐赠了100 万元的水泵，树立了良好的市场形象，通过一系列的宣传，公司有望在国内不断扩大影响力和品牌知名度；未来，国内市场需求的持续增长以及公司国内市场分额的快速提升有望成为公司重要的增长点。
海外市场最坏时刻已过去：从8 月份情况看，公司海外订单已实现同比和环比的正增长，出口业务最坏时刻已过去，下半年将加速恢复。此外，公司计划大力开拓北美市场，目前已取得阶段性成果。公司上半年盈利能力的提升源于原材料价格的大幅回落带来的毛利率的提升，借着较强的议价能力，我们预计下半年公司毛利率有望继续维持高位。
投资建议：公司2009-2011 年按15%所得税率征税，我们上调公司盈利预测，2009、2010 年EPS 分别为0.86 元、0.95 元，目前股价对应2009、2010 年PE 分别为18.81、17.13，处于历史估值的低位。目前整个中小板平均估值水平为37.89，我们认为公司2010 年合理估值水平为20 倍，对应2010 年预测EPS 合理股价为19 元，维持公司增持投资评级。",周凤武/安倩/张帆
002294,广发证券股份有限公司(2010-02-09合并前),2009-09-01,信立泰(002294)：专注于心血管和小头孢产品的医药企业,https://stock.finance.sina.com.cn/stock/go.php/vReport_Show/kind/search/rptid/305131919328/index.phtml,"公司情况
介绍公司主要生产心血管类、头孢类抗生素、骨吸收抑制剂类等药物，包括制剂和原料药，并于07 年和08 年实现了销售额和净利润的大幅增长。
公司主要产品：集中于心血管药和小头孢公司目前产品主要集中在心血管药物和小头孢品种上，而公司的长远发展规划也是专注于这两个领域，泰嘉（硫酸氢氯吡格雷）占总体毛利的63.69%；头孢吡肟、头孢西丁钠、头孢呋辛钠等贡献毛利总额的26.37%。
募集资金项目情况
主要用于硫酸氢氯吡格雷和头孢吡肟和头孢西丁的扩产以及销售网络建设，有利于公司长远发展。
盈利预测与上市定价
我们计算得到公司09 至11 年的EPS 为1.55 元、2.15 元、2.70 元，认为合理价格为44.95 元-52.70 元，相当于09 年29 倍-34 倍PE。
风险提示
1、公司主要产品硫酸氢氯吡格雷随仿制药的出现可能使市场情况发生较大变化；2、公司部分头孢产品价格有下降可能；3、公司新产品开发或慢于我们预期。",葛峥/杨挺
